folder	filename	path	width	height	xmin	ymin	xmax	ymax	name
images	2006329_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006329_aug.jpg	679	449	188	0	568	449	Squamata
images	27726034_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27726034_aug.jpg	1006	667	188	0	954	667	Squamata
images	25771711_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25771711_aug.jpg	878	582	0	0	878	582	Squamata
images	21928397_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/21928397_aug.jpg	746	485	256	0	733	443	Squamata
images	25692031_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25692031_aug.jpg	716	502	334	0	639	502	Squamata
images	31939290_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31939290_aug.jpg	970	640	140	89	662	611	Squamata
images	33835538_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33835538_aug.jpg	2030	1514	923	36	1828	942	Squamata
images	27699574_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27699574_aug.jpg	625	384	153	0	578	384	Squamata
images	28713469_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/28713469_aug.jpg	1747	1169	0	0	1747	1027	Squamata
images	13161704_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13161704_aug.jpg	781	526	0	0	781	526	Squamata
images	13262824_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13262824_aug.jpg	791	523	22	0	686	523	Squamata
images	12526105_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/12526105_aug.jpg	243	359	54	117	182	247	Squamata
images	13169952_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13169952_aug.jpg	472	729	0	92	472	634	Squamata
images	24881102_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24881102_aug.jpg	989	664	14	0	795	664	Squamata
images	32637340_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32637340_aug.jpg	3734	2089	790	286	2418	1914	Squamata
images	22544946_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22544946_aug.jpg	2038	1509	815	132	1724	1041	Squamata
images	26809578_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26809578_aug.jpg	390	331	0	0	390	331	Squamata
images	27831598_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27831598_aug.jpg	4283	2844	473	0	4066	2844	Squamata
images	31480458_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31480458_aug.jpg	633	457	72	0	448	457	Squamata
images	5820419_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/5820419_aug.jpg	677	445	61	0	613	445	Squamata
images	22746229_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22746229_aug.jpg	885	581	435	212	799	576	Squamata
images	19670044_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19670044_aug.jpg	689	479	0	188	689	450	Squamata
images	27065031_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27065031_aug.jpg	3880	2577	391	0	3458	2577	Squamata
images	27717653_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27717653_aug.jpg	1004	695	0	94	450	599	Squamata
images	27788160_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27788160_aug.jpg	2244	1680	280	0	2112	1680	Squamata
images	31331204_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31331204_aug.jpg	1686	971	368	0	1563	971	Squamata
images	17269221_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/17269221_aug.jpg	680	472	0	0	680	472	Squamata
images	21941280_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/21941280_aug.jpg	2032	1511	971	603	1437	1069	Squamata
images	26810902_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26810902_aug.jpg	681	559	0	0	681	559	Squamata
images	2006304_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006304_aug.jpg	614	459	71	99	398	426	Squamata
images	27769259_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27769259_aug.jpg	2634	2037	326	153	2146	1973	Squamata
images	24973204_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24973204_aug.jpg	1007	749	0	0	1007	749	Squamata
images	24973173_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24973173_aug.jpg	1000	752	0	0	1000	752	Squamata
images	12512210_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/12512210_aug.jpg	753	500	209	0	636	423	Squamata
images	23364616_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/23364616_aug.jpg	346	460	0	128	265	415	Squamata
images	23373210_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/23373210_aug.jpg	749	482	48	0	705	482	Squamata
images	2006392_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006392_aug.jpg	662	534	239	6	652	420	Squamata
images	2006240_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006240_aug.jpg	694	462	110	13	543	447	Squamata
images	33426411_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33426411_aug.jpg	945	761	119	51	610	542	Squamata
images	13160858_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13160858_aug.jpg	774	518	0	0	774	518	Squamata
images	13270127_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13270127_aug.jpg	781	521	199	0	730	521	Squamata
images	30797820_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/30797820_aug.jpg	411	559	0	0	411	559	Squamata
images	27354761_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27354761_aug.jpg	620	496	44	0	556	496	Squamata
images	13150489_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13150489_aug.jpg	747	536	0	0	747	536	Squamata
images	26814956_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26814956_aug.jpg	1524	1140	320	98	1247	1025	Squamata
images	31648322_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31648322_aug.jpg	408	307	0	0	408	307	Squamata
images	13270126_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13270126_aug.jpg	783	507	17	0	652	507	Squamata
images	31415464_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31415464_aug.jpg	614	455	199	22	428	251	Squamata
images	25203617_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25203617_aug.jpg	2026	946	1094	53	1755	714	Squamata
images	24873138_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24873138_aug.jpg	3518	2384	678	0	3090	2384	Squamata
images	22666360_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22666360_aug.jpg	779	519	0	0	779	519	Squamata
images	33778627_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33778627_aug.jpg	1582	1190	359	38	1392	1071	Squamata
images	25274624_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25274624_aug.jpg	880	583	0	0	880	583	Squamata
images	24984286_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24984286_aug.jpg	1943	1277	177	0	1732	1277	Squamata
images	24892773_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24892773_aug.jpg	2432	1848	0	0	2094	1848	Squamata
images	26653071_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26653071_aug.jpg	1001	644	0	0	567	534	Squamata
images	25938820_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25938820_aug.jpg	989	646	155	0	849	646	Squamata
images	25779536_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25779536_aug.jpg	3442	2286	519	156	2290	1927	Squamata
images	25273714_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25273714_aug.jpg	1913	1263	441	0	1774	1263	Squamata
images	26271861_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26271861_aug.jpg	705	484	79	0	541	445	Squamata
images	22493401_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22493401_aug.jpg	3877	2588	856	0	3609	2588	Squamata
images	24976217_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24976217_aug.jpg	3988	2987	0	390	2439	2893	Squamata
images	2006334_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006334_aug.jpg	689	453	79	0	682	453	Squamata
images	32527716_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32527716_aug.jpg	4296	2566	1176	0	3420	2186	Squamata
images	26788607_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26788607_aug.jpg	412	319	0	0	412	319	Squamata
images	27437389_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27437389_aug.jpg	1812	1097	354	0	1526	1088	Squamata
images	26809674_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26809674_aug.jpg	4015	3021	187	0	449	25	Squamata
images	26508962_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26508962_aug.jpg	681	477	0	0	681	477	Squamata
images	34057015_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/34057015_aug.jpg	777	520	147	42	453	348	Squamata
images	24870943_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24870943_aug.jpg	5165	3435	1635	565	4241	3171	Squamata
images	12512240_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/12512240_aug.jpg	363	230	58	49	221	212	Squamata
images	13596194_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13596194_aug.jpg	487	740	0	0	487	740	Squamata
images	2006456_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006456_aug.jpg	687	450	77	0	550	450	Squamata
images	22859686_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22859686_aug.jpg	1587	1168	0	0	1587	1168	Squamata
images	5820466_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/5820466_aug.jpg	660	441	228	0	645	342	Squamata
images	25205282_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25205282_aug.jpg	881	585	238	0	845	585	Squamata
images	27467037_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27467037_aug.jpg	1982	1315	186	0	1852	1315	Squamata
images	33748671_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33748671_aug.jpg	2028	1349	344	143	1165	964	Squamata
images	32319846_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32319846_aug.jpg	2800	2096	237	0	2436	2096	Squamata
images	17766744_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/17766744_aug.jpg	665	486	152	5	628	482	Squamata
images	23361311_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/23361311_aug.jpg	2037	1523	257	0	1907	1523	Squamata
images	27705981_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27705981_aug.jpg	2476	1664	310	0	1822	1426	Squamata
images	26916642_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26916642_aug.jpg	3160	2362	361	0	3140	2362	Squamata
images	12506441_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/12506441_aug.jpg	756	499	161	0	709	499	Squamata
images	24959398_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24959398_aug.jpg	440	637	0	124	440	589	Squamata
images	13447151_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13447151_aug.jpg	757	522	50	0	716	522	Squamata
images	13154674_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13154674_aug.jpg	780	517	0	0	780	517	Squamata
images	27217219_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27217219_aug.jpg	503	358	148	0	437	255	Squamata
images	29681452_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29681452_aug.jpg	748	538	143	11	649	518	Squamata
images	17481565_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/17481565_aug.jpg	777	512	0	0	777	512	Squamata
images	25938830_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25938830_aug.jpg	989	650	231	0	953	650	Squamata
images	33832457_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33832457_aug.jpg	1513	2026	0	0	1513	1443	Squamata
images	13168192_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13168192_aug.jpg	669	481	176	162	486	472	Squamata
images	25764627_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25764627_aug.jpg	3852	2569	604	0	3449	2569	Squamata
images	31631885_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31631885_aug.jpg	753	502	88	0	695	502	Squamata
images	19204055_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19204055_aug.jpg	683	483	18	0	382	483	Squamata
images	32545870_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32545870_aug.jpg	1269	795	268	0	1066	795	Squamata
images	5820487_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/5820487_aug.jpg	628	465	153	64	467	379	Squamata
images	13155821_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13155821_aug.jpg	773	518	0	0	773	518	Squamata
images	12506440_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/12506440_aug.jpg	361	232	0	0	361	232	Squamata
images	22573915_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22573915_aug.jpg	766	584	73	0	716	584	Squamata
images	25683988_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25683988_aug.jpg	1685	1255	91	0	1392	1255	Squamata
images	27742136_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27742136_aug.jpg	1380	1020	132	0	1245	1020	Squamata
images	32775775_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32775775_aug.jpg	1138	1894	0	446	628	1111	Squamata
images	31546839_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31546839_aug.jpg	884	716	137	0	781	716	Squamata
images	23848105_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/23848105_aug.jpg	1474	1204	0	0	1474	1204	Squamata
images	27352242_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27352242_aug.jpg	722	507	0	0	606	507	Squamata
images	13165929_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13165929_aug.jpg	775	515	0	0	544	515	Squamata
images	27065033_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27065033_aug.jpg	3868	2578	884	138	3122	2377	Squamata
images	26823129_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26823129_aug.jpg	550	354	0	0	550	354	Squamata
images	19172862_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19172862_aug.jpg	617	411	0	0	538	411	Squamata
images	28460394_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/28460394_aug.jpg	887	593	275	0	818	593	Squamata
images	2006315_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006315_aug.jpg	682	381	60	0	530	381	Squamata
images	25938831_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25938831_aug.jpg	979	650	73	71	452	450	Squamata
images	17766625_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/17766625_aug.jpg	679	494	127	0	471	494	Squamata
images	2006302_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006302_aug.jpg	681	439	81	0	578	439	Squamata
images	23361359_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/23361359_aug.jpg	478	244	115	0	444	244	Squamata
images	27131236_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27131236_aug.jpg	1155	858	415	90	1002	677	Squamata
images	27717489_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27717489_aug.jpg	2999	1976	458	0	2866	1976	Squamata
images	26909996_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26909996_aug.jpg	2903	2175	793	0	2701	2175	Squamata
images	21951120_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/21951120_aug.jpg	2573	3878	0	63	1872	2174	Squamata
images	22573899_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22573899_aug.jpg	783	515	0	0	783	515	Squamata
images	13164188_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13164188_aug.jpg	785	527	78	0	386	267	Squamata
images	2006259_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006259_aug.jpg	697	439	20	0	633	439	Squamata
images	13596301_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13596301_aug.jpg	752	501	79	0	684	501	Squamata
images	30248840_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/30248840_aug.jpg	940	664	0	0	765	664	Squamata
images	13160349_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13160349_aug.jpg	681	490	143	0	587	490	Squamata
images	27809252_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27809252_aug.jpg	2687	1470	147	0	1906	1470	Squamata
images	26793317_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26793317_aug.jpg	1661	1127	0	0	1661	905	Squamata
images	25205440_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25205440_aug.jpg	883	582	0	0	743	582	Squamata
images	21947231_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/21947231_aug.jpg	3631	2711	679	260	2902	2484	Squamata
images	13255641_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13255641_aug.jpg	771	517	0	0	771	485	Squamata
images	13161687_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13161687_aug.jpg	780	515	0	0	588	515	Squamata
images	13167930_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13167930_aug.jpg	783	504	108	0	698	504	Squamata
images	30800001_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/30800001_aug.jpg	984	661	97	0	896	661	Squamata
images	19168485_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19168485_aug.jpg	630	421	46	0	528	421	Squamata
images	23022415_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/23022415_aug.jpg	2984	1982	0	0	2984	1942	Squamata
images	26272947_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26272947_aug.jpg	758	493	199	0	757	493	Squamata
images	26792742_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26792742_aug.jpg	381	256	0	33	381	244	Squamata
images	27285059_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27285059_aug.jpg	3628	2719	373	678	2358	2663	Squamata
images	2006457_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006457_aug.jpg	682	465	0	0	516	465	Squamata
images	25684753_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25684753_aug.jpg	3127	2200	1003	321	2618	1936	Squamata
images	32326040_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32326040_aug.jpg	2041	1334	348	36	1406	1093	Squamata
images	13267927_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13267927_aug.jpg	774	518	197	0	767	518	Squamata
images	33277742_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33277742_aug.jpg	2031	1519	114	0	1865	1519	Squamata
images	17766665_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/17766665_aug.jpg	670	495	0	0	670	495	Squamata
images	29868494_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29868494_aug.jpg	1226	768	0	0	1226	768	Squamata
images	13150738_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13150738_aug.jpg	462	727	0	86	462	721	Squamata
images	25153594_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25153594_aug.jpg	1391	922	281	21	1138	877	Squamata
images	32635671_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32635671_aug.jpg	3021	2026	819	0	2867	1934	Squamata
images	26854807_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26854807_aug.jpg	2766	2032	0	0	2766	2032	Squamata
images	33738509_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33738509_aug.jpg	2024	1527	161	63	1421	1323	Squamata
images	27771949_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27771949_aug.jpg	3243	2437	560	0	3032	2364	Squamata
images	13167939_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13167939_aug.jpg	787	515	0	0	787	515	Squamata
images	27771238_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27771238_aug.jpg	576	380	53	0	521	380	Squamata
images	17766640_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/17766640_aug.jpg	680	484	166	104	497	436	Squamata
images	27716415_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27716415_aug.jpg	738	564	70	20	551	501	Squamata
images	13267256_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13267256_aug.jpg	794	517	0	0	794	517	Squamata
images	28696268_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/28696268_aug.jpg	1282	848	304	0	1086	765	Squamata
images	26821209_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26821209_aug.jpg	587	435	59	0	495	423	Squamata
images	27435359_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27435359_aug.jpg	937	675	0	0	763	675	Squamata
images	26809577_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26809577_aug.jpg	497	299	0	0	497	299	Squamata
images	2006312_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/2006312_aug.jpg	507	681	0	10	507	651	Squamata
images	26653057_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26653057_aug.jpg	1022	736	0	0	1022	736	Squamata
images	13148287_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13148287_aug.jpg	783	424	39	0	513	424	Squamata
