folder	filename	path	width	height	xmin	ymin	xmax	ymax	name
images	19177626_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19177626_aug.jpg	616	464	0	0	565	464	Lepidoptera
images	32594763_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32594763_aug.jpg	2292	1636	105	0	2052	1636	Lepidoptera
images	19146723_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19146723_aug.jpg	628	460	13	0	540	460	Lepidoptera
images	29964754_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29964754_aug.jpg	3507	1802	0	0	3507	1802	Lepidoptera
images	33262613_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33262613_aug.jpg	1471	776	245	0	1205	776	Lepidoptera
images	31756336_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31756336_aug.jpg	2881	1623	100	0	2154	1623	Lepidoptera
images	26825866_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26825866_aug.jpg	735	557	42	0	707	557	Lepidoptera
images	25808377_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25808377_aug.jpg	1254	945	98	0	1149	945	Lepidoptera
images	32496768_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32496768_aug.jpg	5137	3393	1019	0	4373	3351	Lepidoptera
images	27467047_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27467047_aug.jpg	1985	1324	0	0	1751	1324	Lepidoptera
images	24901022_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24901022_aug.jpg	2620	1964	380	0	2326	1964	Lepidoptera
images	24927238_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24927238_aug.jpg	797	530	159	0	649	483	Lepidoptera
images	1997220_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1997220_aug.jpg	588	438	34	0	584	438	Lepidoptera
images	29961219_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29961219_aug.jpg	1692	1128	0	0	1317	1128	Lepidoptera
images	26240171_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26240171_aug.jpg	1983	1308	57	0	1647	1308	Lepidoptera
images	11755890_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/11755890_aug.jpg	274	200	0	0	262	200	Lepidoptera
images	26253154_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26253154_aug.jpg	1311	1991	0	482	1311	1813	Lepidoptera
images	19146191_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19146191_aug.jpg	614	451	105	14	504	413	Lepidoptera
images	25625684_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25625684_aug.jpg	1379	2086	0	0	1379	2086	Lepidoptera
images	29682533_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29682533_aug.jpg	1982	1323	516	0	1853	1323	Lepidoptera
images	1997700_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1997700_aug.jpg	447	683	0	78	447	670	Lepidoptera
images	26244978_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26244978_aug.jpg	1016	660	300	0	914	523	Lepidoptera
images	27734380_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27734380_aug.jpg	2536	3382	0	513	2536	2970	Lepidoptera
images	5818666_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/5818666_aug.jpg	705	726	16	0	637	726	Lepidoptera
images	29868630_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29868630_aug.jpg	4613	3074	256	0	4266	3074	Lepidoptera
images	5820298_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/5820298_aug.jpg	736	544	68	0	641	544	Lepidoptera
images	19163958_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19163958_aug.jpg	633	442	115	21	457	363	Lepidoptera
images	26253162_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26253162_aug.jpg	1984	1315	0	0	1984	1315	Lepidoptera
images	25805563_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25805563_aug.jpg	2249	1676	0	0	2249	1676	Lepidoptera
images	33336133_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33336133_aug.jpg	1488	1187	490	358	740	608	Lepidoptera
images	33315174_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33315174_aug.jpg	2037	1351	26	0	1781	1351	Lepidoptera
images	19177493_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19177493_aug.jpg	401	614	0	132	401	564	Lepidoptera
images	11859420_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/11859420_aug.jpg	276	206	0	0	276	206	Lepidoptera
images	24876412_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24876412_aug.jpg	1386	1054	84	0	1325	1054	Lepidoptera
images	12522760_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/12522760_aug.jpg	751	509	151	0	621	509	Lepidoptera
images	29868880_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29868880_aug.jpg	1005	778	0	0	839	778	Lepidoptera
images	19174773_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19174773_aug.jpg	617	470	28	0	601	470	Lepidoptera
images	19176044_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19176044_aug.jpg	621	459	71	0	552	459	Lepidoptera
images	31456392_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31456392_aug.jpg	729	474	38	0	677	474	Lepidoptera
images	25761132_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25761132_aug.jpg	1090	808	0	0	1090	808	Lepidoptera
images	33991734_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33991734_aug.jpg	2035	1348	439	275	1511	1347	Lepidoptera
images	24901324_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24901324_aug.jpg	2915	2080	634	29	2317	1712	Lepidoptera
images	1998327_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1998327_aug.jpg	670	474	10	0	596	474	Lepidoptera
images	19168386_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19168386_aug.jpg	621	465	63	0	510	431	Lepidoptera
images	28438201_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/28438201_aug.jpg	2030	1518	0	0	2030	1518	Lepidoptera
images	27027063_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27027063_aug.jpg	1980	1317	0	0	1980	1317	Lepidoptera
images	33468185_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33468185_aug.jpg	2032	1350	419	51	1606	1238	Lepidoptera
images	33549936_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33549936_aug.jpg	942	612	148	0	691	537	Lepidoptera
images	5819058_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/5819058_aug.jpg	739	548	58	0	661	548	Lepidoptera
images	24839575_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24839575_aug.jpg	2032	1359	198	0	1885	1359	Lepidoptera
images	31493939_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31493939_aug.jpg	3818	3040	0	0	3318	3040	Lepidoptera
images	26807134_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26807134_aug.jpg	1318	3013	0	1569	1312	2999	Lepidoptera
images	30080748_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/30080748_aug.jpg	872	709	0	0	712	709	Lepidoptera
images	21945670_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/21945670_aug.jpg	2025	1586	0	0	1382	1225	Lepidoptera
images	26256416_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26256416_aug.jpg	1313	1985	0	107	1313	1763	Lepidoptera
images	28449779_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/28449779_aug.jpg	1991	1307	426	0	1870	1307	Lepidoptera
images	33278964_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33278964_aug.jpg	542	948	0	303	542	891	Lepidoptera
images	31772203_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31772203_aug.jpg	1477	983	282	0	1247	983	Lepidoptera
images	1997427_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1997427_aug.jpg	651	423	55	0	618	423	Lepidoptera
images	33470994_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33470994_aug.jpg	1001	746	37	0	964	746	Lepidoptera
images	33279006_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33279006_aug.jpg	1208	823	210	0	1107	823	Lepidoptera
images	26253174_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26253174_aug.jpg	1980	1310	400	0	1864	1310	Lepidoptera
images	26240238_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26240238_aug.jpg	1985	1323	195	0	1774	1323	Lepidoptera
images	25787135_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25787135_aug.jpg	2117	1583	77	0	1896	1583	Lepidoptera
images	19161558_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19161558_aug.jpg	629	399	0	0	521	399	Lepidoptera
images	33573103_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33573103_aug.jpg	2036	1521	0	0	1610	1472	Lepidoptera
images	28716265_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/28716265_aug.jpg	2319	1863	0	0	1902	1863	Lepidoptera
images	22806548_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22806548_aug.jpg	489	663	0	0	489	663	Lepidoptera
images	11755670_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/11755670_aug.jpg	274	209	13	0	251	209	Lepidoptera
images	23447438_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/23447438_aug.jpg	289	208	33	0	246	208	Lepidoptera
images	25810031_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25810031_aug.jpg	2197	3283	0	0	2197	2418	Lepidoptera
images	33950798_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33950798_aug.jpg	684	445	24	0	590	445	Lepidoptera
images	27892773_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27892773_aug.jpg	1008	735	128	0	861	719	Lepidoptera
images	31464296_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/31464296_aug.jpg	3974	2542	814	42	2732	1960	Lepidoptera
images	33188577_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33188577_aug.jpg	504	369	70	0	417	323	Lepidoptera
images	19149551_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19149551_aug.jpg	615	462	71	0	578	462	Lepidoptera
images	1997105_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1997105_aug.jpg	650	489	0	0	650	489	Lepidoptera
images	33549675_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33549675_aug.jpg	1340	2018	0	229	1340	1802	Lepidoptera
images	26240138_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26240138_aug.jpg	1977	1278	0	0	1545	1278	Lepidoptera
images	13260403_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13260403_aug.jpg	755	505	161	25	580	445	Lepidoptera
images	26885176_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26885176_aug.jpg	1712	2418	0	294	1712	2226	Lepidoptera
images	27215397_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27215397_aug.jpg	1979	1316	164	0	1572	1316	Lepidoptera
images	33814293_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33814293_aug.jpg	2027	1359	479	0	1878	1359	Lepidoptera
images	26240225_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26240225_aug.jpg	1033	1381	0	194	1033	1317	Lepidoptera
images	22337373_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22337373_aug.jpg	618	398	75	0	504	398	Lepidoptera
images	19178010_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19178010_aug.jpg	624	474	94	0	614	474	Lepidoptera
images	26744388_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26744388_aug.jpg	4203	2784	794	0	4182	2784	Lepidoptera
images	1998220_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1998220_aug.jpg	667	439	111	0	581	439	Lepidoptera
images	25151315_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25151315_aug.jpg	1135	855	0	0	1135	855	Lepidoptera
images	34066198_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/34066198_aug.jpg	883	488	328	0	797	465	Lepidoptera
images	33948586_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33948586_aug.jpg	2033	1359	546	192	1452	1097	Lepidoptera
images	34024613_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/34024613_aug.jpg	997	612	71	0	774	594	Lepidoptera
images	19175383_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19175383_aug.jpg	624	469	19	0	575	469	Lepidoptera
images	24932563_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24932563_aug.jpg	1004	747	0	0	1004	747	Lepidoptera
images	29683901_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29683901_aug.jpg	1005	758	219	66	859	706	Lepidoptera
images	26879242_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26879242_aug.jpg	1583	1187	57	63	1002	1008	Lepidoptera
images	33201434_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33201434_aug.jpg	2030	1343	412	0	1977	1343	Lepidoptera
images	26120746_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26120746_aug.jpg	2831	4254	499	2281	1812	3593	Lepidoptera
images	27006058_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27006058_aug.jpg	1518	981	347	0	1462	981	Lepidoptera
images	22428264_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22428264_aug.jpg	2019	1386	174	0	1750	1386	Lepidoptera
images	32561000_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/32561000_aug.jpg	2079	1458	261	0	1794	1458	Lepidoptera
images	29202204_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29202204_aug.jpg	735	771	0	0	735	771	Lepidoptera
images	11857489_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/11857489_aug.jpg	284	219	14	0	270	219	Lepidoptera
images	26991248_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26991248_aug.jpg	1143	527	620	7	1068	455	Lepidoptera
images	25765022_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25765022_aug.jpg	2604	1728	59	0	2342	1728	Lepidoptera
images	29911428_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/29911428_aug.jpg	2038	1347	358	190	1344	1175	Lepidoptera
images	33499992_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33499992_aug.jpg	1184	892	2	0	1085	892	Lepidoptera
images	24963297_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24963297_aug.jpg	1468	1591	198	235	1414	1451	Lepidoptera
images	13154372_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/13154372_aug.jpg	732	496	133	0	693	496	Lepidoptera
images	26299962_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/26299962_aug.jpg	2828	4253	441	2357	2116	4031	Lepidoptera
images	34113294_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/34113294_aug.jpg	893	1178	0	0	893	1178	Lepidoptera
images	25766803_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25766803_aug.jpg	2974	3986	834	1240	2453	2859	Lepidoptera
images	1998425_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1998425_aug.jpg	683	447	146	77	457	389	Lepidoptera
images	33984620_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/33984620_aug.jpg	2035	1519	532	367	1393	1227	Lepidoptera
images	19147106_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19147106_aug.jpg	616	413	32	0	561	413	Lepidoptera
images	1998900_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/1998900_aug.jpg	641	480	0	0	641	480	Lepidoptera
images	24959559_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/24959559_aug.jpg	1263	836	81	0	1170	836	Lepidoptera
images	19149286_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19149286_aug.jpg	614	413	49	0	587	413	Lepidoptera
images	27736141_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/27736141_aug.jpg	1759	1197	375	94	755	474	Lepidoptera
images	19162935_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19162935_aug.jpg	616	417	0	0	616	417	Lepidoptera
images	25754793_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/25754793_aug.jpg	2037	1361	158	0	1825	1361	Lepidoptera
images	19155098_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19155098_aug.jpg	627	407	110	0	574	399	Lepidoptera
images	19148410_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/19148410_aug.jpg	616	414	42	0	566	414	Lepidoptera
images	22827250_aug.jpg	content/drive/My Drive/fall19_smithsonian_informatics/train/images/22827250_aug.jpg	1232	984	0	0	1232	984	Lepidoptera
