identifier	taxonID	type	format	description	accessURI	furtherInformationURL	language	UsageTerms	Owner	agentID
c07faff9b17f7dae9314832aae691942	5b3a9f486706ae2939a3e6d917417e7a	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achnanthes longipes Single cell in dark field, stalk not visible. Digital drawing using 15 frames generating depth of focus, stacked manually. Scale bar indicates 50 µm. Collected from Bodden, the brackish waters lying between the isles of Hiddensee and Ruegen (German Baltic Sea). This image was taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Hiddensee Bodden (Germany) Latitude: 54.582633 Longitude: 13.115051 Eine Zelle im Dunkelfeld. Der Stiel ist verdeckt. Multiebenen-Abbildung aus 20 Fotos, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus dem Hiddenseer Bodden. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070.Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Achnanthes-longipes-040-160-PA206707-21-Schaerfe-6-16-2ndEd-HID_NEW.jpg	http://www.protisten.de/gallery-ALL/12-Achnanthes-longipes.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
114d42b8ece56c0377de3fd1698a57db	5b3a9f486706ae2939a3e6d917417e7a	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achnanthes longipes Two cells in dark field with stalk. Digital drawing using 8 frames generating depth of focus, stacked manually. Scale bar indicates 25 µm. Collected from Bodden, the brackish waters lying between the isles of Hiddensee and Ruegen (German Baltic Sea). This image was taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Hiddensee Bodden (Germany) Latitude: 54.582633 Longitude: 13.115051 Zwei Zellen im Dunkelfeld mit Stiel. Multiebenen-Abbildung aus 8 Fotos, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus dem Hiddenseer Bodden. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070.Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Achnanthes-longipes-040-160-PA237211-219-DF-HID_NEW.jpg	http://www.protisten.de/gallery-ALL/13-Achnanthes-longipes.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
2b649f8f2231b3dc41ed69cd221c15f7	5b3a9f486706ae2939a3e6d917417e7a	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achnanthes longipes Single cell with stalk. Digital drawing using 18 frames generating depth of focus, stacked manually. Scale bar indicates 25 µm. Collected from Bodden, the brackish waters lying between the isles of Hiddensee and Ruegen (German Baltic Sea). This image was taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Hiddensee Bodden (Germany) Latitude: 54.582633 Longitude: 13.115051 Eine Zelle auf einem Gallertstiel. Multiebenen-Abbildung aus 18 Fotos, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus dem Hiddenseer Bodden. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070.Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Achnanthes-longipes-040-200-PA247580-597-gedreht-HID_NEW.jpg	http://www.protisten.de/gallery-ALL/14-Achnanthes-longipes.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
7d2056de96ccc1accdd0a1700da8dc33	5b3a9f486706ae2939a3e6d917417e7a	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achnanthes longipes Single cell with stalk. Digital drawing using 18 frames generating depth of focus, stacked manually. Scale bar indicates 25 µm. Collected from Bodden, the brackish waters lying between the isles of Hiddensee and Ruegen (German Baltic Sea). This image was taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Hiddensee Bodden (Germany) Latitude: 54.582633 Longitude: 13.115051 Eine Zelle auf einem Gallertstiel. Multiebenen-Abbildung aus 18 Fotos, manuell gestapelt. Der Messbalken markiert eine Länge von 25 µm. Probe aus dem Hiddenseer Bodden. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070.Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Achnanthes-longipes-040-200-PA247580-597-HID_NEW.jpg	http://www.protisten.de/gallery-ALL/15-Achnanthes-longipes.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
8497c002f6124189352d6c937230d8a0	5b3a9f486706ae2939a3e6d917417e7a	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achnanthes longipes Scale bar indicates 50 µm. Collected from Bodden, the brackish waters lying between the isles of Hiddensee and Ruegen (German Baltic Sea). Sampling date 9/2022. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Standard with Olympus OM-D M5 MKII. Image under Creative Commons License V 3.0 (CC BY-NC-ND). Place name: Hiddensee Bodden (Germany) Latitude: 54.582633 Longitude: 13.115051 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus dem Hiddenseer Bodden. Datum der Aufsammlung: 9/2022. Mikrotechnik: Zeiss Standard, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-ND). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Achnanthes-longipes-025-125-9060124-140-1-Kerne-HID_NEW.jpg	http://www.protisten.de/gallery-ALL/16-Achnanthes-longipes.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
fb61934454e35b60951e236d6f8f972f	5b3a9f486706ae2939a3e6d917417e7a	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achnanthes longipes Scale bar indicates 50 µm. Collected from Bodden, the brackish waters lying between the isles of Hiddensee and Ruegen (German Baltic Sea). Sampling date 9/2022. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Standard with Olympus OM-D M5 MKII. Image under Creative Commons License V 3.0 (CC BY-NC-ND). Place name: Hiddensee Bodden (Germany) Latitude: 54.582633 Longitude: 13.115051 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus dem Hiddenseer Bodden. Datum der Aufsammlung: 9/2022. Mikrotechnik: Zeiss Standard, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-ND). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Achnanthes-longipes-025-125-9060124-140-2-Chloroplasten-HID_NEW.jpg	http://www.protisten.de/gallery-ALL/17-Achnanthes-longipes.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
60ecbd47ab7370c57a107be38e6ba405	5b3a9f486706ae2939a3e6d917417e7a	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achnanthes longipes Scale bar indicates 50 µm. Collected from Bodden, the brackish waters lying between the isles of Hiddensee and Ruegen (German Baltic Sea). Sampling date 9/2022. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Standard with Olympus OM-D M5 MKII. Image under Creative Commons License V 3.0 (CC BY-NC-ND). Place name: Hiddensee Bodden (Germany) Latitude: 54.582633 Longitude: 13.115051 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus dem Hiddenseer Bodden. Datum der Aufsammlung: 9/2022. Mikrotechnik: Zeiss Standard, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-ND). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Achnanthes-longipes-025-125-9060124-140-3-Frustel-HID_NEW.jpg	http://www.protisten.de/gallery-ALL/18-Achnanthes-longipes.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
bb5235df8d14301e60e734bcf70e50f2	57f7bac204917eb1be5eeb57014e4409	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achromatium oxaliferum Achromatium oxaliferum is a large colorless sulpher bacterium containing large refractile structures of calcite spherulites. Collected from bottom sediments of a rain storage reservoir in Kiel (Schleswig-Holstein, Germany). This image was taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Pond Demühlen, rain storage reservoir in Kiel-Russee (Schleswig-Holstein, Germany) Latitude: 54.304095 Longitude: 10.086073 Achromatium oxaliferum ist ein großes farbloses Schwefelbakterium mit großen lichtbrechenden Calziumoxalat-Kristallen. Aus Bodensedimenten eines Regenrückhaltebeckens in Kiel (Schleswig-Holstein, Germany). Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/achromatium-oxaliferum-jwbw_NEW.jpg	http://www.protisten.de/gallery-ALL/19-Achromatium-oxaliferum.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
d256c07dd5b4725622c6490fcbe0e849	57f7bac204917eb1be5eeb57014e4409	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Achromatium oxaliferum Multi-layer image shows cell in conjugation sharing genetic information. Scale bar indicates 50 µm. Sample from ponds situated in the vicinity of Lake Constance. The image was built up using several photomicrographic frames with manual stacking technique. The images were taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Pond situated in the vicinity of Lake Constance (Germany) Latitude: 47.734945 Longitude: 9.091097 Die Multiebenenabbildung zeigt zwei Zellen in Konjugation (Austausch von Erbinformationen). Tiefenschärfe durch Multiebenenabbildung aus mehreren Bildebenen, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus einem Teich in der Nähe des Bodensees. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/achromatium-oxaliferum-tandem-w_NEW.jpg	http://www.protisten.de/gallery-ALL/20-Achromatium-oxaliferum.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
af6fb1e06d8ffddbfd05767cdcff640f	e56fff686a66be5977bdd8d0a44d8ba1	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Acineta spec Scale bar indicates 50 µm. Sample from a pond situated in the vicinity of Lake Constance. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Pond situated in the vicinity of Lake Constance (Germany) Latitude: 47.734945 Longitude: 9.091097 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus einem Teich in der Nähe des Bodensees. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Acineta-spec-025-100-P9282676-BOD_NEW.jpg	http://www.protisten.de/gallery-ALL/21-Acineta-spec.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
2332a876740570ba18e5f7507147e05a	a2e6bc7f3bdded651aa07e5adddd89e3	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Acineta flava Scale bar indicates 50 µm. The specimen was gathered in the wetlands of Nationalpark Unteres Odertal (100 km north east of Berlin). Sampling date 5/2019. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Axioplan with Olympus OM-D M5 MKII. Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Creek in Oder valley 100 km north east of Berlin (Germany) Latitude: 53.135032 Longitude: 14.348738 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus einem Feuchtbiotop im Nationalpark Unteres Odertal auf halber Strecke zwischen Schwedt und Gartz. Datum der Aufsammlung: 7/2019. Mikrotechnik: Zeiss Axioplan, Kamera: Olympus OM-D M5 MKII. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Acineta-flava-025-100-5308794-812-ODB_NEW.jpg	http://www.protisten.de/gallery-ALL/22-Acineta-flava.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
413679562fcb6ac0a5d56654b1ba7662	15b5e67f3734d1829f0a5cc9d7293590	http://purl.org/dc/dcmitype/StillImage	image/jpeg	Acineta tuberosa Scale bar indicates 50 µm. Sample from a pond situated in the vicinity of Lake Constance. The image was built up using several photomicrographic frames with manual stacking technique. Images were taken using Zeiss Universal with Olympus C7070 CCD camera.Image under Creative Commons License V 3.0 (CC BY-NC-SA). Place name: Pond situated in the vicinity of Lake Constance (Germany) Latitude: 47.734945 Longitude: 9.091097 Multiebenen-Abbildung, manuell gestapelt. Der Messbalken markiert eine Länge von 50 µm. Probe aus einem Teich in der Nähe des Bodensees. Mikrotechnik: Zeiss Universal, Kamera: Olympus C7070. Creative Commons License V 3.0 (CC BY-NC-SA). For permission to use of (high-resolution) images please contact postmaster@protisten.de.	https://www.protisten.de/gallery-ARCHIVE/pics/Acineta-tuberosa-025-100-P9282720-731-BOD_NEW.jpg	http://www.protisten.de/gallery-ALL/23-Acineta-tuberosa.html	en	http://creativecommons.org/licenses/by-nc-sa/3.0/	Wolfgang Bettighofer	ac4d454fdea0828ea7067cdd85b82cc2
