Taxon ID	Ancestry	Scientific Name	Author Name
325815	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Dendrolagus	Dendrolagus lumholtzi	Collett
325822	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Dorcopsis	Dorcopsis luctuosa	D'Albertis
325821	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Dorcopsis	Dorcopsis hageni	Heller
325820	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Dorcopsis	Dorcopsis atrata	Van Deusen
127000	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Lagorchestes	Lagorchestes conspicillatus	Gould
128434	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Petrogale	Petrogale penicillata	Gray
128432	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Petrogale	Petrogale assimilis	Ramsay
289696	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Petrogale	Petrogale brachyotis	Gould
311959	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Petrogale	Petrogale mareeba	Eldredge; Close
1038379	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Petrogale	Petrogale coenensis	Eldredge; Close
310662	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Thylogale	Thylogale stigmatica	Gould
311966	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Thylogale	Thylogale browni	Ramsay
311481	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Thylogale	Thylogale brunii	Schreber
969683	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Macropus	Macropus bernardus	W. Rothschild
777872	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Macropus	Macropus giganteus	
351020	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Macropus	Macropus fuliginosus	Desmarest
133188	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Macropus	Macropus parryi	Bennett
133167	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Macropus	Macropus antilopinus	Gould
122672	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Macropus	Macropus rufus	
116250	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Macropodiformes | Macropodoidea | Macropodidae | Macropus	Macropus eugenii	Desmarest
323829	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Pseudocheiridae | Petauroides	Petauroides volans	Kerr
1038010	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Pseudocheiridae | Pseudochirulus	Pseudochirulus mayeri	Rothschild; Dollman
1038005	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Pseudocheiridae | Pseudochirulus	Pseudochirulus caroli	Thomas
1038004	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Pseudocheiridae | Pseudochirulus	Pseudochirulus canescens	Waterhouse
323830	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Pseudocheiridae | Petropseudes	Petropseudes dahli	Collett
129547	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Acrobatidae | Distoechurus	Distoechurus pennatus	
129546	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Acrobatidae | Acrobates	Acrobates pygmaeus	Shaw
323827	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Petauridae | Petaurus	Petaurus norfolcensis	Kerr
323825	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Petauridae | Petaurus	Petaurus breviceps	Waterhouse
323824	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Petauroidea | Petauridae | Petaurus	Petaurus australis	
313877	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Phalangeroidea | Phalangeridae | Phalanger	Phalanger gymnotis	Peters; Doria
313878	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Phalangeroidea | Phalangeridae | Phalanger	Phalanger intercastellanus	Thomas
313876	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Phalangeroidea | Phalangeridae | Phalanger	Phalanger alexandrae	Flannery; Boeadi
323844	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Phalangeroidea | Phalangeridae | Phalanger	Phalanger lullulae	Thomas
323847	Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Reptiliomorpha | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Metatheria | Marsupialia | Australidelphia | Diprotodontia | Phalangeriformes | Phalangeroidea | Phalangeridae | Phalanger	Phalanger ornatus	Gray
